motif	region	region.gc	region.avgid	RNAphylo	RNAphylo.fdr	hmmpair	no.seq	alignment.len	avgid	no.bps	fraction.paired	expected.covary	observed.covary	alignment.power	fraction.covarying
K06442_upstream.h1_1.h2_2	K06442_upstream	(0.4,0.44]	(41,46]	14.22	1.4084507042253522	0	34	64	77.79	12	37.5	1.9	0	15.833333333333332	0
K06610_upstream.h2_3	K06610_upstream	(0.4,0.44]	(41,46]	106.63	1.4084507042253522	0	25	69	80.92	7	20.28985507246377	0	1	0	14.285714285714285
K06864_downstream.h1_3.h2_3	K06864_downstream	(0.4,0.44]	(41,46]	82.46	1.4084507042253522	1.03137e-4	33	76	73.99	11	28.947368421052634	0.9	0	8.181818181818182	0
K06864_upstream.h2_1.h2_2.h2_3	K06864_upstream	(0.4,0.44]	(46,54]	125.2	1.1764705882352942	0	34	197	82.21	17	17.258883248730964	0.7	1	4.117647058823529	5.88235294117647
K06872_downstream.h1_3	K06872_downstream	(0.4,0.44]	(41,46]	27.56	1.4084507042253522	0	52	34	74.28	8	47.05882352941176	0.4	0	5	0
K06872_downstream.h1_5	K06872_downstream	(0.4,0.44]	(41,46]	9.34	5.633802816901409	0	31	70	70.38	6	17.142857142857142	0.6	0	10	0
K06873_upstream.h1_2	K06873_upstream	(0.36,0.4]	(46,54]	13.08	5.555555555555555	0	22	53	87.87	11	41.509433962264154	0.2	0	1.8181818181818183	0
K06890_upstream.h1_1	K06890_upstream	(0.4,0.44]	(46,54]	4.7	8.23529411764706	0	10	40	81.24	10	50	0.1	0	1	0
K06891_downstream.h1_3	K06891_downstream	(0.4,0.44]	(46,54]	4.37	8.23529411764706	0	19	30	86.39	7	46.666666666666664	0.1	0	1.4285714285714286	0
K06891_upstream.h1_3	K06891_upstream	(0.4,0.44]	(41,46]	25.67	1.4084507042253522	0.472606	32	35	62.66	7	40	1.3	1	18.571428571428573	14.285714285714285
K06920_downstream.h1_1	K06920_downstream	(0.4,0.44]	(46,54]	14.51	2.3529411764705883	0	37	40	74.56	9	45	1.3	1	14.444444444444446	11.11111111111111
K06920_upstream.h1_2.h1_5.h1_4	K06920_upstream	(0.4,0.44]	(35,41]	36.43	6.25	0.23534	18	107	78.1	16	29.906542056074763	0.6	1	3.75	6.25
K06949_upstream.h1_2	K06949_upstream	(0.4,0.44]	(46,54]	20.49	1.1764705882352942	1.07094	13	46	71.74	16	69.56521739130434	0.6	1	3.75	6.25
K06966_upstream.h1_1	K06966_upstream	(0.4,0.44]	(46,54]	64.43	1.1764705882352942	2.10991	18	36	58	10	55.55555555555556	1.6	5	16	50
K06971_upstream.h1_4.h2_4	K06971_upstream	(0.44,0.48]	(41,46]	24.4	6.25	0.960848	17	73	86.58	17	46.57534246575342	0	1	0	5.88235294117647
K06997_upstream.h1_1	K06997_upstream	(0.4,0.44]	(46,54]	22.64	1.1764705882352942	0	23	46	73.26	15	65.21739130434783	1.2	0	8	0
K07007_downstream.h1_1.h1_5	K07007_downstream	(0.4,0.44]	(46,54]	27.74	1.1764705882352942	0	19	46	86.2	11	47.82608695652174	0.2	3	1.8181818181818183	27.27272727272727
K07015_upstream.h1_1	K07015_upstream	(0.36,0.4]	(54,63]	6.67	10	0	35	35	60.39	3	17.142857142857142	0.1	0	3.3333333333333335	0
K07037_downstream.h1_5	K07037_downstream	(0.4,0.44]	(35,41]	12.13	6.25	0.844541	30	53	81.17	11	41.509433962264154	0.8	0	7.272727272727273	0
K07037_upstream.h1_3.h2_1	K07037_upstream	(0.4,0.44]	(46,54]	46.56	1.1764705882352942	0.625451	58	74	64.21	11	29.72972972972973	1.4	1	12.727272727272727	9.090909090909092
K07071_downstream.h2_3	K07071_downstream	(0.4,0.44]	(41,46]	14.73	1.4084507042253522	0.0143978	14	61	90.55	13	42.62295081967213	0.1	0	0.7692307692307693	0
K07079_downstream.h2_2	K07079_downstream	(0.4,0.44]	(35,41]	5.15	6.25	0	47	53	68.46	7	26.41509433962264	0	0	0	0
K07079_upstream.h1_5	K07079_upstream	(0.36,0.4]	(46,54]	13.69	5.555555555555555	0	19	33	79.45	6	36.36363636363637	0.5	1	8.333333333333332	16.666666666666664
K07086_upstream.h1_1	K07086_upstream	(0.4,0.44]	(41,46]	12.42	1.4084507042253522	1.72059	44	34	72.26	6	35.294117647058826	0.7	0	11.666666666666666	0
K07086_upstream.h2_3	K07086_upstream	(0.4,0.44]	(41,46]	32.3	1.4084507042253522	0.0599132	48	63	71.42	10	31.746031746031743	1.8	0	18	0
K07090_upstream.h1_3	K07090_upstream	(0.4,0.44]	(41,46]	11.56	1.4084507042253522	0.00475282	28	46	85.64	12	52.17391304347826	0.2	0	1.6666666666666667	0
K07243_upstream.h1_1	K07243_upstream	(0.36,0.4]	(54,63]	81.7	10	0.917434	35	46	62.5	15	65.21739130434783	3.9	5	26	33.33333333333333
K07301_upstream.h2_2.h2_4.h1_3	K07301_upstream	(0.4,0.44]	(41,46]	85.76	1.4084507042253522	8.15377e-6	30	164	83.25	27	32.926829268292686	2.1	2	7.777777777777778	7.4074074074074066
K07399_downstream.h1_2	K07399_downstream	(0.4,0.44]	(41,46]	12.81	1.4084507042253522	0	54	32	80.2	7	43.75	0.6	1	8.571428571428571	14.285714285714285
K07399_downstream.h2_1.h2_3	K07399_downstream	(0.4,0.44]	(41,46]	13.94	1.4084507042253522	0	66	124	67.82	19	30.64516129032258	1.9	0	10	0
K07456_upstream.h1_4	K07456_upstream	(0.4,0.44]	(46,54]	12.91	3.5294117647058822	0	25	48	84.69	10	41.66666666666667	0.3	1	3	10
K07486_upstream.h2_1	K07486_upstream	(0.44,0.48]	(46,54]	22.26	8.108108108108109	1.72235	7	45	76.24	13	57.77777777777777	0	1	0	7.6923076923076925
K08480_upstream.h2_2	K08480_upstream	(0.4,0.44]	(41,46]	34.79	1.4084507042253522	1.73094	23	85	67.61	16	37.64705882352941	1.2	2	7.5	12.5
K08482_downstream.h2_1.h2_3	K08482_downstream	(0.44,0.48]	(41,46]	4.78	6.25	0	62	112	66.88	13	23.214285714285715	1	0	7.6923076923076925	0
K08482_upstream.h1_1	K08482_upstream	(0,0.36]	(63,100]	35.8	2.4390243902439024	0.00143129	67	35	50.04	4	22.857142857142858	1.9	3	47.5	75
K09121_upstream.h1_4	K09121_upstream	(0.4,0.44]	(46,54]	14.06	2.3529411764705883	0	92	43	73.34	7	32.55813953488372	0.1	0	1.4285714285714286	0
K09748_upstream.h1_4	K09748_upstream	(0.4,0.44]	(46,54]	6.65	4.705882352941177	0	23	38	81.27	7	36.84210526315789	0.6	0	8.571428571428571	0
K09772_upstream.h1_1	K09772_upstream	(0.36,0.4]	(46,54]	15.93	5.555555555555555	1.92338	19	35	88.48	14	80	0	0	0	0
K09772_upstream.h1_4.h2_1.h1_2	K09772_upstream	(0.36,0.4]	(46,54]	21.74	2.7777777777777777	0.0788118	22	81	93.09	21	51.85185185185185	0	0	0	0
K09775_downstream.h2_1	K09775_downstream	(0.4,0.44]	(46,54]	4.09	8.23529411764706	0	23	50	90.35	10	40	0	0	0	0
K09836_upstream.h1_5	K09836_upstream	(0.36,0.4]	(35,41]	26.5	5.88235294117647	0.00278761	23	41	68.59	6	29.268292682926827	0.2	1	3.3333333333333335	16.666666666666664
K09919_downstream.h1_3	K09919_downstream	(0.36,0.4]	(54,63]	8.65	10	0	21	37	85.83	12	64.86486486486487	0.1	0	0.8333333333333334	0
K09928_upstream.h1_2.h2_1.h1_1	K09928_upstream	(0.44,0.48]	(46,54]	40.53	2.7027027027027026	0.47546	28	121	75.71	15	24.793388429752067	2.5	2	16.666666666666664	13.333333333333334
K09942_upstream.h1_4.h2_2.h1_2	K09942_upstream	(0.4,0.44]	(46,54]	26.44	1.1764705882352942	1.76188	28	95	85.81	12	25.263157894736842	0.1	1	0.8333333333333334	8.333333333333332
K09942_upstream.h2_1	K09942_upstream	(0.4,0.44]	(46,54]	6.6	4.705882352941177	1.55518	42	59	68.16	6	20.33898305084746	0	0	0	0
K09966_upstream.h2_1	K09966_upstream	(0.4,0.44]	(46,54]	4.9	7.0588235294117645	9.89985e-4	48	114	69.64	16	28.07017543859649	1.1	0	6.875000000000001	0
K10257_upstream.h2_2	K10257_upstream	(0,0.36]	(54,63]	6.27	9.677419354838708	0	9	70	90.47	20	57.14285714285714	0	0	0	0
K10716_upstream.h1_4	K10716_upstream	(0.4,0.44]	(41,46]	10.85	1.4084507042253522	0	50	45	79.75	7	31.11111111111111	0	0	0	0
K10773_upstream.h1_5.h2_1	K10773_upstream	(0.4,0.44]	(41,46]	9.03	7.042253521126761	0.0637371	27	61	83.46	11	36.0655737704918	0.3	0	2.727272727272727	0
K10917_upstream.h1_3	K10917_upstream	(0.44,0.48]	(41,46]	75.33	6.25	3.15269e-7	59	54	64.31	15	55.55555555555556	3.6	0	24.000000000000004	0
K10960_upstream.h1_5.h2_3.h2_1.h1_1	K10960_upstream	(0.4,0.44]	(41,46]	15.99	1.4084507042253522	0.00234074	28	138	81.54	27	39.130434782608695	1	1	3.7037037037037033	3.7037037037037033
K11325_downstream.h2_1	K11325_downstream	(0.4,0.44]	(35,41]	3.68	6.25	0.915723	15	41	86.57	5	24.390243902439025	0	1	0	20
K12574_downstream.h1_2	K12574_downstream	(0.4,0.44]	(46,54]	7.27	4.705882352941177	0	16	34	89.12	10	58.82352941176471	0	0	0	0
K12574_downstream.h1_4	K12574_downstream	(0.4,0.44]	(46,54]	30.65	1.1764705882352942	0.948188	28	61	80.73	12	39.34426229508197	0.5	1	4.166666666666666	8.333333333333332
K12574_downstream.h2_3	K12574_downstream	(0.4,0.44]	(46,54]	19.73	1.1764705882352942	2.9854	28	85	84.89	16	37.64705882352941	0.4	0	2.5	0
K12574_upstream.h1_1.h1_3	K12574_upstream	(0,0.36]	(54,63]	100.95	3.225806451612903	0.0465617	25	58	55.98	14	48.275862068965516	3.9	8	27.857142857142858	57.14285714285714
K12574_upstream.h1_2	K12574_upstream	(0,0.36]	(54,63]	101.1	3.225806451612903	1.96827e-4	50	40	49.34	8	40	4.4	8	55.00000000000001	100
K12984_upstream.h1_2	K12984_upstream	(0.36,0.4]	(46,54]	19.24	2.7777777777777777	2.64848	12	47	63.71	11	46.808510638297875	0.6	2	5.454545454545454	18.181818181818183
K13005_downstream.h1_1	K13005_downstream	(0,0.36]	(54,63]	14.94	3.225806451612903	0.975893	12	36	59.66	5	27.77777777777778	0.2	3	4	60
K13005_upstream.h1_3	K13005_upstream	(0,0.36]	(46,54]	33.17	7.6923076923076925	4.51539	6	47	62.8	14	59.57446808510638	0.2	4	1.4285714285714286	28.57142857142857
K13005_upstream.h1_4	K13005_upstream	(0,0.36]	(46,54]	59.78	7.6923076923076925	0.689963	18	34	62.6	11	64.70588235294117	1.2	2	10.909090909090908	18.181818181818183
K14379_upstream.h1_1.h1_5	K14379_upstream	(0.4,0.44]	(46,54]	4.99	7.0588235294117645	0	33	56	73.77	6	21.428571428571427	0.3	0	5	0
K14441_downstream.h1_1	K14441_downstream	(0,0.36]	(54,63]	14.37	3.225806451612903	1.19228	18	37	81.91	8	43.24324324324324	0.1	2	1.25	25
K14441_downstream.h1_2	K14441_downstream	(0,0.36]	(54,63]	13.61	3.225806451612903	0.676758	22	45	79.62	6	26.666666666666668	0	0	0	0
K14441_upstream.h2_3	K14441_upstream	(0.4,0.44]	(46,54]	15.54	2.3529411764705883	0.850968	45	51	69.18	4	15.686274509803921	0.4	2	10	50
K14441_upstream.h2_4	K14441_upstream	(0.4,0.44]	(46,54]	11.07	3.5294117647058822	0.626621	27	73	78.92	17	46.57534246575342	1.7	2	10	11.76470588235294
K14540_upstream.h1_1.h2_1	K14540_upstream	(0.36,0.4]	(46,54]	24.85	2.7777777777777777	0	16	55	93.64	15	54.54545454545454	0	0	0	0
K14540_upstream.h1_2	K14540_upstream	(0.36,0.4]	(46,54]	15.94	5.555555555555555	0	19	37	81.39	10	54.054054054054056	0.3	0	3	0
K14761_upstream.h1_5	K14761_upstream	(0.4,0.44]	(46,54]	4.24	8.23529411764706	0	30	36	73.38	6	33.33333333333333	0.9	0	15	0
K15633_upstream.h1_1	K15633_upstream	(0.4,0.44]	(46,54]	6.87	4.705882352941177	0.0045136	21	40	83.62	8	40	0.2	0	2.5	0
K15633_upstream.h2_3	K15633_upstream	(0.4,0.44]	(46,54]	8.91	4.705882352941177	0	36	56	64.01	3	10.714285714285714	0.5	1	16.666666666666664	33.33333333333333
K16091_upstream.h1_3	K16091_upstream	(0.36,0.4]	(35,41]	65.63	5.88235294117647	2.1306	15	43	42.19	14	65.11627906976744	3.7	14	26.42857142857143	100
K18678_downstream.h2_3	K18678_downstream	(0.4,0.44]	(46,54]	13.87	2.3529411764705883	0	40	73	75.13	10	27.397260273972602	1	1	10	10
K18678_downstream.h2_4	K18678_downstream	(0.4,0.44]	(46,54]	7.52	4.705882352941177	0	50	75	66.08	5	13.333333333333334	0.2	0	4	0
K18678_upstream.h1_3	K18678_upstream	(0.4,0.44]	(46,54]	13.7	2.3529411764705883	0	53	45	75.4	8	35.55555555555556	0.7	0	8.75	0
K19002_upstream.h1_1	K19002_upstream	(0.36,0.4]	(54,63]	90.81	10	0.611138	42	39	57.68	9	46.15384615384615	2.7	5	30.000000000000004	55.55555555555556
K19002_upstream.h1_4	K19002_upstream	(0.36,0.4]	(54,63]	28.2	10	0	62	51	56.83	4	15.686274509803921	1.4	2	35	50
K19032_downstream.h1_2	K19032_downstream	(0.4,0.44]	(46,54]	19.43	1.1764705882352942	0	22	44	81.61	12	54.54545454545454	0.3	1	2.5	8.333333333333332
K19166_upstream.h1_1	K19166_upstream	(0.36,0.4]	(35,41]	48.61	5.88235294117647	1.89996	44	33	52.38	6	36.36363636363637	0.6	3	10	50
K19166_upstream.h1_4	K19166_upstream	(0.36,0.4]	(35,41]	35.51	5.88235294117647	0.997881	45	41	60.15	7	34.146341463414636	1.1	3	15.714285714285717	42.857142857142854
K19170_upstream.h1_3	K19170_upstream	(0.36,0.4]	(46,54]	22.14	2.7777777777777777	0	29	34	73.95	7	41.17647058823529	0.6	2	8.571428571428571	28.57142857142857
K19294_downstream.h2_1	K19294_downstream	(0.4,0.44]	(41,46]	37.17	1.4084507042253522	2.80918	27	71	58.11	8	22.535211267605636	1.7	3	21.25	37.5
K19294_upstream.h1_2	K19294_upstream	(0.4,0.44]	(54,63]	28.19	6.666666666666667	2.69242	11	47	46.36	16	68.08510638297872	2.7	7	16.875	43.75
K21480_upstream.h1_1	K21480_upstream	(0.36,0.4]	(46,54]	94.14	2.7777777777777777	0.762399	54	31	54.66	7	45.16129032258064	1.7	4	24.285714285714285	57.14285714285714
K21480_upstream.h1_3	K21480_upstream	(0.36,0.4]	(46,54]	43.71	2.7777777777777777	0	55	38	56.14	7	36.84210526315789	2.9	4	41.42857142857142	57.14285714285714
K21703_downstream.h1_1.h1_3	K21703_downstream	(0.44,0.48]	(41,46]	23.42	6.25	0	60	66	78.39	13	39.39393939393939	0.6	0	4.615384615384615	0
K21703_downstream.h1_2	K21703_downstream	(0.44,0.48]	(41,46]	9.59	6.25	0	54	52	76.13	10	38.46153846153847	1.2	0	12	0
K21703_downstream.h2_1	K21703_downstream	(0.44,0.48]	(41,46]	11.74	6.25	0	61	75	75.23	16	42.66666666666667	3.2	0	20	0
K21703_upstream.h2_1	K21703_upstream	(0.4,0.44]	(46,54]	8.6	4.705882352941177	0	117	49	65.7	6	24.489795918367346	1.1	0	18.333333333333336	0
K21903_upstream.h2_1	K21903_upstream	(0.4,0.44]	(41,46]	64.02	1.4084507042253522	0.999839	67	74	52.96	12	32.432432432432435	4	6	33.33333333333333	50
K21929_upstream.h2_1	K21929_upstream	(0.4,0.44]	(41,46]	15.65	1.4084507042253522	2.00226	18	84	74.97	21	50	1.5	0	7.142857142857142	0
K01619_upstream.h1_4	K01619_upstream	(0.4,0.44]	(46,54]	11.88	3.5294117647058822	0	34	33	72.7	2	12.121212121212121	0	1	0	50
K00789_upstream.h1_3	K00789_upstream	(0.36,0.4]	(46,54]	81.87	2.7777777777777777	8.3125e-7	22	47	66.59	14	59.57446808510638	1.2	0	8.571428571428571	0
K01961_upstream.h1_4.h2_5	K01961_upstream	(0.44,0.48]	(54,63]	52.59	3.225806451612903	0.695391	28	106	79.67	26	49.056603773584904	0.5	3	1.9230769230769231	11.538461538461538
K09834_downstream.h1_4	K09834_downstream	(0.44,0.48]	(46,54]	46.33	2.7027027027027026	5.90541	18	44	80.24	12	54.54545454545454	0.9	4	7.5	33.33333333333333
K02967_upstream.h1_3.h1_5	K02967_upstream	(0.4,0.44]	(54,63]	310.76	3.3333333333333335	4.89155	170	71	61.11	12	33.80281690140845	5.2	6	43.333333333333336	50
K06027_downstream.h1_1.h2_2	K06027_downstream	(0.4,0.44]	(54,63]	356.05	3.3333333333333335	11.5765	116	99	54.49	23	46.464646464646464	12.9	20	56.086956521739125	86.95652173913044
K02696_downstream.h2_1	K02696_downstream	(0.4,0.44]	(46,54]	83.34	1.1764705882352942	3.9266200000000002	34	60	57.78	15	50	3.5	6	23.333333333333332	40
K00088_downstream.h1_1	K00088_downstream	(0.4,0.44]	(46,54]	75.57	1.1764705882352942	2.43161	49	33	84.46	10	60.60606060606061	1.2	4	12	40
K06942_downstream.h1_3	K06942_downstream	(0.36,0.4]	(35,41]	24.33	5.88235294117647	4.46473	13	54	81.47	19	70.37037037037037	0.4	2	2.1052631578947367	10.526315789473683
K02036_downstream.h2_1.h2_2	K02036_downstream	(0.4,0.44]	(46,54]	144.47	1.1764705882352942	2.75369	37	117	65.13	15	25.64102564102564	4.5	8	30	53.333333333333336
K01619_upstream.h1_3	K01619_upstream	(0.4,0.44]	(46,54]	48.45	1.1764705882352942	0	36	44	57.43	7	31.818181818181817	1.9	4	27.142857142857142	57.14285714285714
K03498_upstream.h1_1.h2_1.h1_3	K03498_upstream	(0.4,0.44]	(46,54]	23.42	1.1764705882352942	0.00129781	63	91	78.71	12	26.373626373626376	2.8	0	23.333333333333332	0
K19091_upstream.h1_2	K19091_upstream	(0.4,0.44]	(41,46]	19.49	1.4084507042253522	0.162078	33	41	58.15	5	24.390243902439025	0	0	0	0
K04773_upstream.h1_4	K04773_upstream	(0.4,0.44]	(46,54]	4.82	7.0588235294117645	0	98	39	72.68	4	20.51282051282051	0	0	0	0
K02115_downstream.h2_1	K02115_downstream	(0.4,0.44]	(41,46]	104.28	1.4084507042253522	6.64773	35	57	49.23	15	52.63157894736842	5.5	9	36.666666666666664	60
K21481_downstream.h2_3	K21481_downstream	(0.4,0.44]	(35,41]	14.11	6.25	4.73611	3	69	61.9	18	52.17391304347826	0.1	1	0.5555555555555556	5.555555555555555
K02040_upstream.h1_1	K02040_upstream	(0.36,0.4]	(46,54]	87.75	2.7777777777777777	0.879198	276	33	48.46	3	18.181818181818183	2.7	3	90	100
K02709_downstream.h2_1	K02709_downstream	(0.4,0.44]	(46,54]	51.11	1.1764705882352942	8.41488e-7	42	50	63.88	8	32	1.3	3	16.25	37.5
K02902_downstream.h1_1	K02902_downstream	(0.4,0.44]	(35,41]	36.71	6.25	5.79371	8	36	57.38	12	66.66666666666666	0.3	2	2.5	16.666666666666664
K06149_downstream.h1_1	K06149_downstream	(0.44,0.48]	(54,63]	86.59	3.225806451612903	1.96519	45	34	70.25	14	82.35294117647058	3	6	21.428571428571427	42.857142857142854
K09748_upstream.h2_1.h2_4	K09748_upstream	(0.4,0.44]	(46,54]	296.38	1.1764705882352942	0.940368	103	94	55.44	19	40.42553191489361	10.3	8	54.21052631578947	42.10526315789473
K03181_upstream.h1_3	K03181_upstream	(0.4,0.44]	(54,63]	28.25	6.666666666666667	4.2257	8	49	65.07	20	81.63265306122449	0.6	3	3	15
K05808_downstream.h1_1	K05808_downstream	(0.44,0.48]	(46,54]	36.47	2.7027027027027026	1.99596	13	34	79.19	13	76.47058823529412	0.5	2	3.8461538461538463	15.384615384615385
K02711_downstream.h2_1.h2_3.h1_4	K02711_downstream	(0.4,0.44]	(46,54]	7.82	4.705882352941177	0.875832	28	123	82.78	33	53.65853658536586	2.9	0	8.787878787878787	0
K01462_downstream.h1_2	K01462_downstream	(0.4,0.44]	(46,54]	101.48	1.1764705882352942	0.112867	26	56	61.04	18	64.28571428571429	1.9	4	10.555555555555555	22.22222222222222
K00761_upstream.h1_1.h1_5	K00761_upstream	(0.4,0.44]	(41,46]	84.15	1.4084507042253522	0.318023	55	70	73.71	19	54.285714285714285	4.9	2	25.789473684210527	10.526315789473683
K09951_downstream.h2_2	K09951_downstream	(0.4,0.44]	(41,46]	35.37	1.4084507042253522	2.95826	87	63	58.02	7	22.22222222222222	0.3	1	4.285714285714286	14.285714285714285
K03284_upstream.h1_1	K03284_upstream	(0.4,0.44]	(46,54]	27.81	1.1764705882352942	3.98598	20	30	72.71	12	80	0.6	0	5	0
K01147_upstream.h1_2	K01147_upstream	(0.36,0.4]	(54,63]	63.87	10	0.927953	37	94	59.26	16	34.04255319148936	2.6	4	16.25	25
K01733_downstream.h1_3	K01733_downstream	(0.4,0.44]	(41,46]	50.3	1.4084507042253522	0	38	56	47.41	16	57.14285714285714	7.7	12	48.125	75
K01624_downstream.h2_1	K01624_downstream	(0.4,0.44]	(35,41]	72.03	6.25	3.9258	129	69	47.93	12	34.78260869565217	8	10	66.66666666666666	83.33333333333334
K07263_upstream.h1_1	K07263_upstream	(0.4,0.44]	(46,54]	38.68	1.1764705882352942	4.72557	24	32	70.12	12	75	1	3	8.333333333333332	25
K05946_upstream.h1_1	K05946_upstream	(0.4,0.44]	(41,46]	137.4	1.4084507042253522	0.0165676	34	30	39.25	13	86.66666666666667	7	13	53.84615384615385	100
K01682_downstream.h1_4	K01682_downstream	(0.4,0.44]	(46,54]	81.99	1.1764705882352942	5.16731	56	32	61.77	8	50	1.4	2	17.5	25
K03320_upstream.h1_1	K03320_upstream	(0.36,0.4]	(35,41]	93.58	5.88235294117647	0	119	35	46.59	4	22.857142857142858	3.4	4	85	100
K10255_downstream.h1_2	K10255_downstream	(0.4,0.44]	(41,46]	21.11	1.4084507042253522	0.120288	21	47	79.27	10	42.5531914893617	0.1	1	1	10
K03192_upstream.h1_2	K03192_upstream	(0.44,0.48]	(46,54]	166.62	2.7027027027027026	4.81386	51	37	69.78	8	43.24324324324324	2.7	7	33.75	87.5
K03564_downstream.h1_1	K03564_downstream	(0.4,0.44]	(41,46]	117.22	1.4084507042253522	2.99302	29	32	63.24	12	75	2.3	5	19.166666666666664	41.66666666666667
K05583_upstream.h1_1.h2_3.h1_3.h2_4	K05583_upstream	(0.44,0.48]	(54,63]	255.8	3.225806451612903	5.7095	44	138	81.51	29	42.028985507246375	3.7	4	12.758620689655173	13.793103448275861
K01682_downstream.h1_3	K01682_downstream	(0.4,0.44]	(46,54]	63.62	1.1764705882352942	4.90107	53	30	66.59	8	53.333333333333336	1.3	3	16.25	37.5
K01915_downstream.h1_1	K01915_downstream	(0.4,0.44]	(41,46]	47.45	1.4084507042253522	2.86433	12	36	68.91	13	72.22222222222221	0.1	4	0.7692307692307693	30.76923076923077
K03685_upstream.h1_3	K03685_upstream	(0.44,0.48]	(46,54]	34.81	2.7027027027027026	2.9351	39	48	88.78	12	50	0.5	2	4.166666666666666	16.666666666666664
K06149_downstream.h1_4	K06149_downstream	(0.44,0.48]	(54,63]	190.83	3.225806451612903	1.17466	48	43	64.32	17	79.06976744186046	4.3	10	25.294117647058822	58.82352941176471
K00436_downstream.h1_1	K00436_downstream	(0.4,0.44]	(41,46]	51.48	1.4084507042253522	2.93827	20	34	73.45	13	76.47058823529412	1	4	7.6923076923076925	30.76923076923077
K02697_downstream.h1_5.h2_2	K02697_downstream	(0.4,0.44]	(46,54]	66.52	1.1764705882352942	3.75006	21	98	85.07	22	44.89795918367347	0.6	1	2.727272727272727	4.545454545454546
K02276_downstream.h2_1	K02276_downstream	(0.36,0.4]	(46,54]	39.75	2.7777777777777777	2.50149	48	76	57.06	7	18.421052631578945	1.4	2	20	28.57142857142857
K04096_upstream.h1_1	K04096_upstream	(0.4,0.44]	(46,54]	21.48	1.1764705882352942	4.31213	9	34	80.04	8	47.05882352941176	0.1	4	1.25	50
K02653_upstream.h1_1	K02653_upstream	(0.4,0.44]	(46,54]	46.09	1.1764705882352942	0	30	58	54.82	11	37.93103448275862	3.2	7	29.090909090909093	63.63636363636363
K01887_downstream.h1_2	K01887_downstream	(0.4,0.44]	(41,46]	27.57	1.4084507042253522	2.59924	12	30	42.93	12	80	2.7	10	22.5	83.33333333333334
K02967_upstream.h2_1.h2_2.h1_2	K02967_upstream	(0.4,0.44]	(54,63]	396.25	3.3333333333333335	7.91394	182	128	59.36	22	34.375	10	13	45.45454545454545	59.09090909090909
K04047_downstream.h2_2	K04047_downstream	(0.4,0.44]	(35,41]	248.68	6.25	1.99676	67	83	46.26	16	38.55421686746988	9.6	12	60	75
K00008_downstream.h2_1	K00008_downstream	(0.4,0.44]	(46,54]	10.79	3.5294117647058822	4.74389	3	89	52.37	14	31.46067415730337	0.1	4	0.7142857142857143	28.57142857142857
K02706_downstream.h2_2.h2_5	K02706_downstream	(0.44,0.48]	(46,54]	88.33	2.7027027027027026	2.09159	37	154	66.16	45	58.44155844155844	12.2	15	27.111111111111107	33.33333333333333
K02717_downstream.h1_4.h2_3	K02717_downstream	(0.4,0.44]	(46,54]	5.27	7.0588235294117645	0.97865	31	93	78.51	11	23.655913978494624	1.2	0	10.909090909090908	0
K08972_upstream.h1_4	K08972_upstream	(0.36,0.4]	(46,54]	33.67	2.7777777777777777	0	37	51	48.17	10	39.21568627450981	3.9	5	39	50
K05376_downstream.h2_2	K05376_downstream	(0.4,0.44]	(46,54]	55.8	1.1764705882352942	5.78425	33	49	54.24	15	61.224489795918366	4.5	8	30	53.333333333333336
K13005_upstream.h1_1	K13005_upstream	(0,0.36]	(46,54]	64.41	7.6923076923076925	1.70879	14	33	67.57	13	78.78787878787878	0.9	4	6.923076923076923	30.76923076923077
K09951_downstream.h2_3	K09951_downstream	(0.4,0.44]	(41,46]	25.66	1.4084507042253522	2.96226	88	57	56.03	7	24.561403508771928	0.8	1	11.428571428571429	14.285714285714285
K07171_upstream.h1_1	K07171_upstream	(0.36,0.4]	(46,54]	30.71	2.7777777777777777	0	53	32	65.53	4	25	1	0	25	0
K00768_downstream.h1_3.h2_3	K00768_downstream	(0.4,0.44]	(46,54]	6.01	7.0588235294117645	0	80	88	71.66	14	31.818181818181817	1.8	0	12.85714285714286	0
K03564_upstream.h1_4	K03564_upstream	(0.4,0.44]	(41,46]	116.06	1.4084507042253522	0.0024226	127	40	52.72	5	25	2.8	4	55.99999999999999	80
K01772_downstream.h1_1	K01772_downstream	(0.4,0.44]	(46,54]	46.05	1.1764705882352942	4.00651	53	39	69.4	15	76.92307692307693	4.5	4	30	26.666666666666668
K09951_downstream.h2_1	K09951_downstream	(0.4,0.44]	(41,46]	14.1	1.4084507042253522	1.69401	91	44	61.07	5	22.727272727272727	0.5	0	10	0
K00761_upstream.h1_3.h2_3.h2_1	K00761_upstream	(0.4,0.44]	(41,46]	212.27	1.4084507042253522	0.289169	57	143	72.44	20	27.972027972027973	4.9	2	24.500000000000004	10
K07171_upstream.h1_2	K07171_upstream	(0.36,0.4]	(46,54]	179.94	2.7777777777777777	0	81	42	45.78	4	19.047619047619047	2.1	3	52.5	75
K06153_downstream.h1_2	K06153_downstream	(0.4,0.44]	(46,54]	7.01	4.705882352941177	0.464929	13	36	77.13	5	27.77777777777778	0.1	3	2	60
K00789_upstream.h1_5	K00789_upstream	(0.36,0.4]	(46,54]	60.14	2.7777777777777777	3.69598	30	39	60.85	9	46.15384615384615	2.2	5	24.444444444444446	55.55555555555556
